ISBN,Título,Género,Autor,Editorial,Número de Páginas,Fecha de Publicación,Sinopsis,Portada,URL
9788874394432,Vaudou - Voodoo - Vudú,Fotografía,Jean-Dominique Burton,5 continents editions,256,01 de Febrero 2008,"After roaming the roads of Asia for thirty years, the Belgian photographer Jean-Dominique Burton set out to take portraits of the great kings of Burkina Faso, and thus discovered West Africa. It was in this context that he also came to learn about Voodoo culture. He found a fascinating world of rituals and legends, frequently symbolized by abstract shrines a subtle mix of sculpture, painting and installations worthy of the most prestigious contemporary art galleries. The striking photographs of Jean-Dominique Burton presented in this book delicately lift the veil on this ancient and powerful form of spirituality and humbly show what is hidden behind it in all its grandeur and mystery. Text in English, French and Italian.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788874394432_523d.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/vaudou-voodoo-vudu
9786079489946,Ambigüedad especifica,Arquitectura,Camilo Restrepo Ochoa,Arquine,365,01 de Septiembre 2022,AGENDA ha desarrollado una sensibilidad híbrida que combina convicciones universales altamente modernistas con un sentido vernáculo de la escala y la forma. Esto es posible al definir y situar una práctica dentro de la noción de espacio tropical: una existencia homogénea con un sentido abstracto del tiempo que deriva su sensibilidad de la zona tropical donde las estaciones son indistinguibles unas de otras y no se tienen en cuenta las fronteras locales y nacionales.,"https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786079489946_96b2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/ambiguedad-especifica
9786070792762,Grupo de apoyo para final girls,Terror y Suspenso,Grady Hendrix,Minotauro,384,21 de Octubre 2022,"En las películas de miedo, las Final Girls son las que han quedado con vida cuando empiezan a pasar los títulos de créditos. Han sobrevivido a la peor noche de su vida, sí, pero ¿qué sucede luego? Lynnette Tarkington es una Final Girl, una de esas que sobrevivió a una masacre. Durante más de una década, ha estado reuniéndose con otras cinco Final Girls y con su terapeuta en un grupo de apoyo secreto para mujeres que han sobrevivido a situaciones increíbles, trabajando todas ellas para recuperar su vida. Entonces, un día, una de ellas parece que llegue tarde a la reunión hasta que los peores miedos de las demás se hacen realidad: al parecer, alguien conoce la existencia del grupo y está decidido a asesinar a todas sus integrantes, una a una. La cuestión con las Final Girls es que da igual lo bajas que sean las probabilidades que tienen de sobrevivir, lo oscura que sea la noche o lo afilado que esté el cuchillo, porque nunca, nunca, se rinden. Obra ganadora del premio Mejor Novela de Terror otorgado por Goodreads en 2021. El maestro del terror les da un giro único a los tropos de las películas de cuchilladas, USA Today. Sus personajes son divertidos y reales, aunque alguno de ellos debería perder una extremidad en algún momento, The New York Times. Se trata de una novela de suspense espolvoreada con humor negro que le da una vuelta a la cultura popular, Publishers Weekly.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070792762_bda9.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/grupo-de-apoyo-para-final-girls-1
9788425227868,Diccionario visual de arquitectura,Arquitectura,Francis D. K. Ching,Gustavo Gili,38,01 de Septiembre 2016,"La extensa y reconocida aportación de Francis D. K. Ching al mundo del dibujo arquitectónico sería incompleta si el célebre maestro no hubiera hecho una incursión en el ámbito de los diccionarios visuales. Este volumen nos brinda precisamente su particular contribución al universo de la terminología arquitectónica y, alejándose de los diccionarios alfabéticos al uso, Ching compone un diccionario visual sistemático que reúne más de 7.000 definiciones organizadas en 66 conceptos básicos del diseño arquitectónico. El resultado es una amplia panorámica gráfica y conceptual de la terminología del ámbito de la arquitectura y de las interrelaciones que se establecen entre los términos. Al final del volumen, el diccionario incorpora asimismo la lista alfabética en español de los términos definidos, así como su traducción al inglés y viceversa, de manera que el lector podrá realizar consultas de términos precisos también por orden alfabético. Un diccionario fundamental, ya clásico, de los ámbitos de la arquitectura y la construcción.Francis D. K. Ching (Honolulú, 1943) es profesor emérito del College of Built Environments de la University of Washington (Seattle), donde ha ejercido la mayor parte de su larga trayectoria como docente. Desde la edición en 1974 de Architectural Graphics (Manual de dibujo arquitectónico, 1976, 2013), la primera de una larga serie de obras que han hecho internacionalmente famoso a este maestro del dibujo arquitectónico, Ching ha publicado títulos tan importantes como el Diccionario visual de arquitectura (1997 y 2015), Dibujo y proyecto (1999, con S. P. Juroszek), Arquitectura. Forma, espacio y orden (2007 y 2015), Diseño de interiores (2011 y 2015, con C. Binggeli), Una historia universal de la arquitectura (2011, con M. M. Jarzombek y V. Prakash), Manual de estructuras ilustrado (2014, con B. S. Onouye y D. Zuberbuhler) y Arquitectura ecológica (2015, con Ian M. Shapiro), todos ellos editados por la Editorial Gustavo Gili.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788425227868_37c0.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/diccionario-visual-de-arquitectura-segunda-edicion
9786075414102,Estudio Práctico Legal y Fiscal de la Subcontratación Especializada 2023,Derecho,Javier Martínez Gutiérrez,Ediciones fiscales ISEF,152,2023,"Capitulo I. Conceptos y necesidades en la subcontratación
Capitulo II. Ley federal del trabajo
Capitulo III. Impuesto sobre nóminas
Capitulo IV. Ley federal para la prevención e identificación
de operaciones con recursos de Capitulo ilícita
Capitulo V. Ley del seguro social
Capítulo VI. Ley de INFONAVIT
Capitulo VII. Código fiscal de la federación
Capitulo VIII. Ley de impuesto sobre la renta
Capitulo IX. Ley de impuesto al valor agregado
Capitulo X. Ley federal de los trabajadores al
servicio del estado
Capitulo XI. Delincuencia organizada
conclusiones y recomendaciones","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786075414102_a3e5.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/estudio-practico-legal-y-fiscal-de-la-subcontratacion-especializada-2023
9786077784081,GUIA LEGORRETA,Arquitectura,Ricardo Legorreta Vilchis,Arquine,143,2017,"Si bien la obra de Legorreta se ha expandido por todo el planeta con claros signos de identidad mexicana, esta guía de arquitectura se circunscribe al territorio mexicano. De las cuarenta y nueve obras (públicas, visitables o bien reconocibles desde su exterior) la mitad están ubicadas en la Ciudad de México, ocho en Monterrey, dos en Guadalajara y las trece restantes diseminadas por distintos Estados de la República. Con esta guía de arquitectura de Legorreta se propone recorrer sus obras diseminadas por las ciudades mexicanas, destacando así la obra de uno de los despachos más importantes del panorama nacional y sin duda, el más reconocido internacionalmente.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077784081.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/guia-legorreta
9786073117722,Las dos después de medianoche,Terror y Suspenso,Stephen King,Debolsillo,528,01 de Septiembre 2013,"Dos increíbles novelas cortas, dos clásicos de Stephen King.Miedo multiplicado por dos es igual a terror absoluto. Atado a un asiento de avión en un vuelo más allá del infierno. Atrapado en las profundidades de la peor pesadilla de un escritor. En manos de Stephen King, las dos magistrales novelas cortas que componen Las dos después de medianoche te provocarán un paro cardiaco.La percepción del transcurso del tiempo (un tema recurrente en las historias que componen Las dos después de medianoche) es algo sumamente personal -escribió el autor en la nota introductoria de este libro-: el tiempo, por ejemplo, y los efectos corrosivos que pueden ejercer sobre el corazón humano; el pasado y las sombras que arroja sobre el presente, sombras donde crecen cosas aún más desagradables.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073117722_2849.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/las-dos-despues-de-medianoche
9786073826099,Crea el espacio para el amor,Desarrollo Humano,Aura Medina de Wit,Debolsillo,240,01 de Febrero 2023,"El amor de verdad se construye primero con uno mismo.¿Te ha pasado que atraes el mismo tipo de relaciones una y otra vez? ¿Tu pareja pasa de ser un encanto a un tormento? ¿Sigues esperando a tu media naranja? ¿Crees que el amor verdadero no existe? Aura Medina te invita a hacer un ejercicio de indagación paraverte sin juicios, con ojos generosos y llenos de amor, para entender que tu mejor compañía eres tú y no necesitas de una pareja para ser feliz. Es importante que dejes atrás falsas identificaciones y sanes tus heridas de la infancia para que te ames y desbordes ese amor a todos los que te rodean.En Crea el espacio para el amor aprenderás a: Identificar tus creencias más arraigadas. Complementarte con el otro de forma constructiva. Detectar la codependencia y sanarla. Desbloquear emociones y conectar con tu cuerpo. Aumentar tu autoestima y aceptarte como eres.Atrévete a vivir una historia de amor sin mitos, idealizaciones, fantasías ni sueños de color rosa.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073826099_6415.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/crea-el-espacio-para-el-amor-3
9786076109045,UN VISTAZO A LA FIGURA DEL ASESOR JURIDICO DE LA VICTIMA,Derecho,Mario Mendoza Tovar,Flores,16,2021,"Si bien es cierto que muchos juristas han escrito sobre el tema del Nuevo Sistema de Justicia Penal de corte Acusatorio y Oral en México, poco se ha dicho sobre los operadores dentro del mismo. Fue mi deseo observar la figura del Asesor Jurídico de la Víctima, ya que al ser un abogado postulante y litigante he observado una serie de desaciertos alrededor de dicha figura jurídica, los cuales pondré de manifiesto dentro del contenido del libro. Más allá de la postura de cualquier jurista o abogado, es mi deseo acercarme a los diversos grupos de abogados, ya sean postulantes o litigantes, principiantes o experimentados, con el único afán de reflexionar sobre esta figura, puesto que forma parte del día a día de toda la comunidad jurista y en particular de los abogados litigantes y, sin ser tan ambicioso de los resultados que se obtengan con esta lectura, la única intención será la reflexión realizada por cada uno de los lectores así como poner de manifiesto el actuar y la importancia del Asesor Jurídico de la Víctima dentro del nuevo sistema de justicia penal en México. Al emitirse la Ley General de Víctimas en el año 2013, al realizarse las reformas a la Constitución Política de los Estados Unidos Mexicanos del 18 de junio de 2008, al contar con un nuevo sistema de justicia penal de corte acusatorio y oral y con el Código Nacional de Procedimientos Penales, dentro de las cuales nace la figura del Asesor Jurídico como parte del proceso, es necesario entrar al estudio de esta figura jurídica ya que tendrá una relevancia mayúscula frente al nuevo sistema de justicia penal y es innovadora para el apoyo jurídico a las víctimas u ofendidos.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786076109045.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/un-vistazo-a-la-figura-del-asesor-juridico-de-la-victima
9786079489465,Elemental,Arquitectura,Alejandro Aravena,Arquine,24,2019,"El arquitecto ganador del Premio Pritzker, Alejandro Aravena (nacido en 1967) es el director artístico del estudio Elemental, con sede en Santiago de Chile. El estudio se fundó en el año 2000 y desde entonces ha trabajado con arquitectura en grandes y pequeñas escalas en Chile y el resto del mundo, desde universidades hasta edificios de oficinas y viviendas sociales, Elemental ha ganado reconocimiento internacional por sus soluciones originales a los desafíos sociales, como la escasez de viviendas en los barrios económicamente desfavorecidos de Santiago. El estudio combina buen diseño y el compromiso de los clientes-la participación del usuario es clase en su práctica-para crear áreas de vivienda más sostenibles. Todos los proyectos llevan la marca de su enfoque pragmático y elemental. Como ellos mismos lo han dicho: No se trata tanto de la respuesta, sino de hacer las preguntas correctas. Este libro se publicó con motivo de la exposición So Far... ELEMENTAL |Alejandro Aravena del Museo de Arte Moderno de Louisiana en 2018 y la edición en español se publica coincidiendo con la participación de Alejandro Arevena en el Festival de Arquitectura y Ciudad MEXTROPOLI 2019l Con una gran cantidad de imágenes de sus maquetas, bocetos y edificios, una introducción y una extensa entrevista con Alejandro Aravena, presenta los métodos de trabajo y la filosofía de Elemental y proporciona ejemplos de sus proyectos más importantes.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786079489465.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/elemental-1
685071759417,Noche Floridas: Mandalas brillantes.,Arte,Varios autores,Animae,20,15 de Septiembre 2022,Gran Libro para colorear y lograr concentrarse con increíbles dibujos de mándalas brillantes. Podrás colorear los mándalas con plumones permanentes para obtener un mejor resultado y pasar horas coloreando.,"https://www.gandhi.com.mx/media/catalog/product/6/8/685071759417_6bb6.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/noche-floridas-mandalas-brillantes-1
9786073811132,Un océano ilimitado de la conciencia,Desarrollo Humano,Antoine Nader,Aguilar Fontanar,352,01 de Febrero 2022,"Una lectura obligada para cualquier buscador de respuestas a los misterios de la vida, a la verdad absoluta y última.En este libro histórico, el Dr. Tony Nader presenta ideas que pueden cambiar el mundo.Propone soluciones profundas a preguntas que han fascinado e intrigado durante mucho tiempo a filósofos y científicos. ¿Qué es la Conciencia, tenemos libertad? ¿Cómo sacar lo mejor de la vida, cumplir los deseos y crear paz y armonía entre los pueblos y las naciones?Ofrece estas soluciones, basadas en un paradigma subyacente simple, que unifica la mente, el cuerpo y el medio ambiente en un océano de Ser puro, Conciencia Pura.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073811132_6366.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/un-oceano-ilimtado-de-la-conciencia
9786070909498,Reflexiones sobre la huelga,Derecho,Arturo Martínez y González,Porrúa,311,2012,"El derecho de huelga, sin la menor duda, es un instrumento de defensa legítima de los trabajadores, sin embargo su ejercicio puede poner en predicamento valores colectivos de importancia especial, incluso aquellos esenciales para la convivencia. Una de las características fundamentales de derecho del trabajo es su dinamismo, no puede permanecer estático, debe adaptarse de acuerdo a los cambios que una nación sufra, tanto en lo social, en lo político, como en lo económico. A pesar de lo anterior, desde que se promulgó la Constitución mexicana (más de noventa años), no ha tenido cambio alguno la fracción XVII del artículo 123, que consagra el derecho de huelga de los trabajadores. Partiendo de lo anterior, este estudio profundiza en el análisis de esta garantía laboral, comenzando por revisar su marco histórico en la realidad nacional, así como su naturaleza jurídica y legal. Enseguida se ocupa de sus características, requisitos, objetivos, tipología y desnaturalización. La requisa es otro de los temas que se expone, al igual que la huelga en los servicios públicos y esenciales. En la parte final de esta obra, se aborda la solución de los conflictos laborales y, en un ejercicio de derecho comparado, se revisan las alternativas de solución de huelgas en los servicios públicos y en los servicios esenciales en diversos países hispanoamericanos y en especial la que se pretende proponer para nuestro país.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786070909498.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/reflexiones-sobre-la-huelga
9786073804714,Para leer una mañana de domingo,Filosofía,Francisco Pérez de Antón,Taurus,184,02 de Agosto 2021,"Quien camina de puntillas por la vida está condenado a abandonarla sin que nadie note que ha pasado por ella.Un peculiar manual para comprender mejor este viaje que es la vidaDecía José Bergamín que las ideas no deben guardarse, sino que hay que salir de ellas y dejarlas correr como si fueran liebres. La cabeza no es una madriguera y si las ideas se quedan ahí pueden volverle a uno loco. Este libro es una antología de las ideas que el autor ha ido escribiendo a lo largo de los años y que ha traducido en frases breves, que gusta llamar breverías, con el fin de poder ser leídas al vuelo en una apacible mañana de domingo. Textos sobre la condición humana, sus contradicciones y flaquezas, expresadas muchas veces con humor y desenfado, y que sacuden como el tuit que, lanzado con precisión, da en la diana. Y así como remitimos aquellos mensajes que nos parecen dignos de compartir, el lector encontrará en estas páginas sentencias a las que regresará por la agudezay claridad de su pensamiento. Sabiduría intensa, bagatelas sorprendentes, irreverencias divertidas: todo un banquete para regocijo de quien se acerque a leerlas","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073804714_98c9.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/para-leer-una-ma-ana-de-domingo
9781839642272,Fairy Tales of Hans Christian Andersen,Ciencia Ficción,Hans Christian Andersen,Flame tree publishing,959,2021,"Little treasures, the FLAME TREE COLLECTABLE CLASSICS are chosen to create a delightful and timeless home library. Each stunning, gift edition features deluxe cover treatments, ribbon markers, luxury endpapers and gilded edges. The unabridged text is accompanied by a Glossary of Victorian and Literary terms produced for the modern reader. The fairy tales of Hans Christian Andersen are renowned the world over, having inspired generations of children’s writers ever since their first translation into English. This classic collection includes some of his most famous stories, such as ‘The Ugly Duckling’, ‘The Little Mermaid’, ‘The Emperor’s New Suit’, and ‘The Red Shoes’. Characteristic and captivating, Andersen’s tales offer up a world of enchantment, ingenuity and complex morality, and are a real treat for children and adults alike.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9781839642272_9dd2.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/fairy-tales-of-hans-christian-andersen-4
9782361952235,LONDRES INSOLITA Y SECRETA,Viajes,Rachel Howard,Jonglez publishing,381,2017,"¡¡Participe en la reunión mensual de los bigotudos más extravagantes del país, recójase en el cementerio para perros de Hyde Park, asista a la misa de los payasos, visite un verdadero templo masónico, vaya al circo en una antigua central eléctrica, rece en una iglesia flotante, haga vela en un antiguo embalse de agua, descubra la roca de donde Arturo retiró la espada de Excalibur, quédese de piedra ante el pene sagrado de un faraón, juegue en el último terreno de petanca sobre hierba de la City, admire un extraño enderezador de pepinos, una sirena disecada o un corazón de vaca, descubra los bares y los restaurantes más insólitos!!… De día como de noche, Londres sólo desvela sus excentricidades y sus secretos a los habitantes y viajeros que saben salirse de los caminos marcados. Pero, es necesario saber dónde ir…Una guía indispensable para los que creían que conocían bien Londres o para los que desean descubrir la otra cara de la ciudad. Londres insólita y secreta ganó el primer premio (fuera de las guías de la República Checa) en la Feria Internacional del Libro de Praga, destacando entre más de 300 títulos.","https://www.gandhi.com.mx/media/catalog/product/9/7/9782361952235.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/londres-insolita-y-secreta
9786071621160,LAS CORRIENTES LITERARIAS EN LA AMERICA HISPANICA,Ensayo Literario,Pedro Henríquez Ureña,Fondo de Cultura Económica,383,2014,"Seguir las corrientes relacionadas con la búsqueda de nuestra propia expresión fue el propósito del autor al dar, en la universidad de Harvard, el ciclo de conferencias que forman el cuerpo de este libro. Con ello trató de afirmar, en forma decisiva, la independencia de la literatura de Hispanoamérica frente a la europea.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786071621160.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/las-corrientes-literarias-en-la-america-hispanica
9788495379221,El nacimiento de los intelectuales en España,Ensayo Literario,Revista de Historia Contemporánea,Marcial Pons,246,2000,El «nacimiento de los intelectuales»: algunos replanteamientos (Carlos Serrano). El huso y la gaita (Un esquema sobre cultura y proyectos intelectuales en la Cataluña del siglo XIX) (Josep M. Fradera). Dictadura y grupos profesionales organizados (1923-1930 (Francisco Villacorta Baños). Intelectuales católicos a la reconquista del Estado (Santos Juliá). Los intelectuales y la Segunda República (Paul Aubert). Miscelánea. La larga sombra de la culpabilidad alemana: Ecos y derivaciones de la Historikerstreit (Francesc Vilanova i Vila-Abadal). Protesta popular y política (Bermeo (1912-1932) (Ander Delgado Cendagortagalarza). La nobleza española ante la Primera Guerra Carlista (Antono Manuel Moral Roncal). Ensayos bibliográficos. Sobre historiografía del nacionalismo catalán (Xavier Ferré). Historia de la familia. Una reflexión historiográfica (Isabel Moll).,"https://www.gandhi.com.mx/media/catalog/product/9/7/9788495379221.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/el-nacimiento-de-los-intelectuales-en-espa-a-40-2000
7503035777877,Cuaderno Mandalas Antiestrés DC GOLDEN AGE CÓMICS,Arte,Fernando García,Geek industry,60,09 de Agosto 2022,Mandalas para colorear,"https://www.gandhi.com.mx/media/catalog/product/t/m/tmp7503035777877_adba.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/antiestres
9786070935923,Cómo demostrar la (in) imputabilidad,Derecho,Myriam Al Fawal Portal,Porrúa,232,30 de Septiembre 2020,"En nuestros
sistemas penales, la rebaja o exención total en la penalidad es uno de los
principales objetivos que persiguen los abogados de la defensa aduciendo
trastornos mentales en los imputados, lo cual tratan de rebatir los fiscales
en un proceso penal. Los jueces, por su parte, necesitan dictámenes serios,
científicos e imparciales para dictar resoluciones que los lleven a la
razonada convicción de la existencia de la figura de la (in)imputabilidad.
Desde un punto de vista práctico, pero sin dejar de lado la dogmática penal,
Miryam Al-Fawal, doctora en Derecho Penal y Criminología, máster en
Psicopatología Legal, Forense y Criminológica, experta en Psicopatología y
Neurociencia y analista de conducta criminal, nos muestra en esta obra la
metodología de trabajo que elaboró fruto de su praxis en casi un centenar de
entrevistas en diferentes reclusorios mexicanos y que refrendó ante los
tribunales para demostrar la existencia o no de imputabilidad. Apoyada en
novedosos instrumentos psicopatológicos, la autora disipa las dudas respecto
a la credibilidad del perito que las partes y el propio juez pudieran
albergar, tiñendo la prueba de carácter científico, al tiempo que nos
presenta en forma de casos prácticos dicha metodología. Lectura fundamental para
jueces, abogados, fiscales y peritos, quienes desde su lugar en el estrado,
finalmente tratan de que se emita una sentencia conforme a derecho mediante
la utilización necesaria de la prueba científica en el siglo XXI.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9786070935923_7375.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/como-demostrar-la-in-imputabilidad
9786077478584,Las trampas del dinero,Psicología Psicoanalisis Psiquiatra,Dan Ariely,Booket,384,15 de Febrero 2020,"Combinando un gran sentido del humor y profundos conocimientos de economía conductual, Dan Ariely se adentra en el mundo absolutamente ilógico de las finanzas personales, las del día a día, para ayudar a entender por qué tomamos algunas decisiones, muchas de ellas equivocadas. En Las trampas del dinero, Ariely y Kreisler (un experto financiero y gran divulgador) analizan una amplia gama de ejemplos cotidianos (por qué duele menos pagar con tarjeta, las trampas que nos hacemos a nosotros mismos en el presupuesto familiar, las tentadoras ofertas a las que sucumbimos en vacaciones) para demostrar cómo nuestras ideas sobre la gestión del dinero a menudo están equivocadas y nos convierten en nuestros peores enemigos. Fascinante, divertido e imprescindible, sin duda este libro es una gran inversión para todo aquel que quiera entender mejor las trampas en las que caemos a la hora de gestionar nuestro dinero para poder ahorrar, gastar de una forma más inteligente y, en definitiva, vivir mejor.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077478584_0ae7.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/las-trampas-del-dinero
9786073822671,Las mujeres que aman demasiado,Desarrollo Humano,Robin Norwood,B de bolsillo,336,08 de Noviembre 2022,"Historias reveladoras y de un programa de recuperación, ofrece un camino para que puedan amarse a sí mismas y establecer una relación de pareja sana, feliz y duradera. Cuando estar enamorada significa sufrir, es que estamos amando demasiado. Cuando la mayoría de nuestras conversaciones con amigas íntimas son acerca de él, de sus problemas, ideas, acciones y sentimientos, cuando casi todas nuestras frases comienzan con él..., es que estamos amando demasiado. Cuando disculpamos su mal humor, su indiferencia y sus desaires e intentamos justificarlo o incluso convertirnos en su terapeuta, es que estamos amando demasiado. ¿En qué momento nuestro gran deseo de amar se convierte en adicción? ¿Por qué creemos que los hombres sin problemas y buenos son aburridos?","https://www.gandhi.com.mx/media/catalog/product/9/7/9786073822671_4a01.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/las-mujeres-que-aman-demasiado-7
9786077479659,Mindfulness para líderes,Negocios y Finanzas,Audrey Tang,Paidós,316,14 de Agosto 2020,"El mindfulness es hoy en día una de las principales habilidades blandas de los líderes altamente efectivos, que les permite alcanzar los mejores resultados sin sufrir el estrés del trabajo diario. Con Mindfulness para líderes aprenderás a desarrollar estrategias que te permitirán resolver problemas, percibir la complejidad de forma clara y transformar tus hábitos innecesarios en acciones positivas.Con una combinación de reglas básicas, ejercicios prácticos, estudios de caso y consejos sensatos, descubrirás cómo mejorar en ti y en tu organización el bienestar y la resiliencia, las relaciones, la creatividad y la innovación, así como la toma de decisiones.Mindfulness para líderes te ayudará a dirigir tu organización de manera más consciente, y a convertirte en un líder emocionalmente ágil y capaz de dar resultados.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786077479659_a791.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/mindfulness-para-lideres
9786075692883,"Tus tres superpoderes para lograr una vida más sana, próspera y feliz",Desarrollo Humano,Mario Alonso Puig,Booket,240,19 de Agosto 2022,"La felicidad está al alcance de todos, pero hay que trabajar y concienciarse para conseguirla y disfrutarla.En Tus tres superpoderes para lograr una vida más sana, próspera y feliz el doctor Mario Alonso Puig nos descubre, con una sólida base científica, las prácticas para cuidar la salud del cuerpo, la mente y el alma:Fomentar la salud es en sí la mejor prevención de cualquier enfermedad.Saber enfocar la mente para que no nos anule, sino que nos ayude, es básico si queremos disfrutar de un extraordinario nivel de bienestar y prosperidad.Cultivar el alma mediante la trascendencia del propio ego y sus pulsiones nos permite reconectar con una fuerza que todo lo puede.","https://www.gandhi.com.mx/media/catalog/product/9/7/9786075692883_ad58.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/tus-tres-superpoderes-para-lograr-una-vida-mas-sana-prospera-y-feliz-1
9780870708374,MOMENTS 1913-2013,Arte,Jodi Hauptman,Museum of Modern Art,192,2012,"FAST FORWARD: MODERN MOMENTS 1913-2013 is the fifth exhibition in a multi-year collaboration between the High Museum of Art in Atlanta and The Museum of Modern Art in New York. Since 2010 the High has presented four exhibitions drawn from MoMA s unparalleled collections. Consisting of both large-scale and more focused exhibitions, this program has been extraordinarily lively, representing modern art s diversity in approach, medium and subject.","https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9780870708374_f13d.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/moments-1913-2013
9788411305594,Derecho Internacional Privado. Parte Especial.,Derecho,Leonel Pereznieto,Tirant lo Blanch,928,2023,Derecho Internacional Privado. Parte especial. Comentarios a las Convenciones Internacionales 3ªEdición (1ª en Tirant Lo Blanch),"https://www.gandhi.com.mx/media/catalog/product/t/m/tmp9788411305594_6728.jpg?optimize=high&bg-color=255,255,255&fit=bounds&height=478&width=300&canvas=300:478",https://www.gandhi.com.mx/derecho-internacional-privado-parte-especial
